58,5000000000,2019062406,72.0,66.0,999.0,23.0,21.0,999.0,999.0,9.0
59,5019000000,2019062406,69.0,84.0,999.0,21.0,20.0,999.0,999.0,9.0
60,5019099000,2019062406,69.0,84.0,999.0,21.0,20.0,999.0,999.0,9.0
61,4300000000,2019062406,76.0,56.0,999.0,28.0,22.0,999.0,999.0,9.0
62,4400000000,2019062406,78.0,65.0,999.0,30.0,21.0,999.0,999.0,10.0
63,4500000000,2019062406,76.0,72.0,999.0,28.0,21.0,999.0,999.0,9.0
64,4600000000,2019062406,73.0,77.0,999.0,25.0,20.0,999.0,999.0,9.0
65,4700000000,2019062406,74.0,64.0,999.0,28.0,20.0,999.0,999.0,9.0
66,4800000000,2019062406,74.0,66.0,999.0,26.0,20.0,999.0,999.0,9.0
67,2600000000,2019062406,73.0,66.0,999.0,25.0,20.0,999.0,999.0,9.0
68,2700000000,2019062406,74.0,60.0,999.0,28.0,20.0,999.0,999.0,9.0
69,2800000000,2019062406,74.0,72.0,999.0,27.0,21.0,999.0,999.0,9.0
70,2900000000,2019062406,76.0,75.0,999.0,28.0,21.0,999.0,999.0,9.0
71,3000000000,2019062406,77.0,63.0,999.0,30.0,21.0,999.0,999.0,10.0
72,3100000000,2019062406,72.0,61.0,999.0,24.0,21.0,999.0,999.0,9.0
73,3600000000,2019062406,77.0,60.0,999.0,30.0,22.0,999.0,999.0,10.0
74,4100000000,2019062406,76.0,72.0,999.0,29.0,21.0,999.0,999.0,12.0
75,4200000000,2019062406,74.0,74.0,999.0,26.0,18.0,999.0,999.0,8.0
76,1100000000,2019062406,74.0,65.0,999.0,28.0,20.0,999.0,999.0,12.0
47542,5000000000,2019062506,72.0,67.0,999.0,24.0,22.0,999.0,999.0,10.0
47543,5019000000,2019062506,70.0,82.0,999.0,22.0,21.0,999.0,999.0,10.0
47544,5019099000,2019062506,70.0,82.0,999.0,22.0,21.0,999.0,999.0,10.0
47545,4300000000,2019062506,71.0,56.0,999.0,24.0,21.0,999.0,999.0,9.0
47546,4400000000,2019062506,73.0,70.0,999.0,25.0,23.0,999.0,999.0,9.0
47547,4500000000,2019062506,74.0,63.0,999.0,25.0,23.0,999.0,999.0,9.0
47548,4600000000,2019062506,72.0,69.0,999.0,24.0,22.0,999.0,999.0,9.0
47549,4700000000,2019062506,72.0,67.0,999.0,25.0,22.0,999.0,999.0,8.0
47550,4800000000,2019062506,72.0,67.0,999.0,24.0,22.0,999.0,999.0,8.0
47551,2600000000,2019062506,72.0,66.0,999.0,24.0,22.0,999.0,999.0,8.0
47552,2700000000,2019062506,72.0,67.0,999.0,25.0,22.0,999.0,999.0,8.0
47553,2800000000,2019062506,71.0,64.0,999.0,24.0,21.0,999.0,999.0,8.0
47554,2900000000,2019062506,74.0,66.0,999.0,25.0,23.0,999.0,999.0,10.0
47555,3000000000,2019062506,73.0,57.0,999.0,25.0,23.0,999.0,999.0,9.0
47556,3100000000,2019062506,72.0,58.0,999.0,24.0,22.0,999.0,999.0,8.0
47557,3600000000,2019062506,72.0,59.0,999.0,24.0,22.0,999.0,999.0,9.0
